src_name,src_domain,src_clia,persona,apollo_id,contact_name,contact_first_name,contact_email,contact_title,contact_linkedin_url,contact_phone
CSL PLASMA INC,cslplasma.com,10D2106262,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
CSL PLASMA INC,cslplasma.com,10D2107932,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
MID - FLORIDA PATHOLOGY LLC,midfloridapathology.com,10D2123842,ceo_owner,6869b967a0b0330001c6bc29,Alexander Dsc,Alexander,(require direct fetch),President and Founder,,
OHM LABS LLC,ohm-labs.com,10D2124997,ceo_owner,611392661b6c650001ab8fd9,Sean Xie,Sean,(require direct fetch),Co-Founder,,(require direct fetch)
UHEALTH ELECTRON MICROSCOPY LABORATORY,med.miami.edu,10D2131537,ceo_owner,66fb6014a8908c0001895cc1,Greg Br***r,Greg,(require direct fetch),Associate Vice President Human Resources - Talent & Organizational Development,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,10D2136816,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,10D2136816,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
CSL PLASMA INC,cslplasma.com,10D2141890,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
CSL PLASMA INC,cslplasma.com,10D2144587,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
AHF PUBLIC HEALTH LABORATORY,ahf.org,10D2149550,ceo_owner,662e56f5b315870007c0ee77,Alegria None,Alegria,(require direct fetch),"Senior Manager/Vice President, Operations - Healthcare Centers",,(require direct fetch)
AHF PUBLIC HEALTH LABORATORY,ahf.org,10D2149550,medical_director,665eeacc4cfbba00016255ab,Julius Ka***a,Julius,(require direct fetch),Medical Director,,(require direct fetch)
NEOGENOMICS LABORATORIES INC,neogenomics.com,10D2151111,ceo_owner,6000c8eb735b3b00019e492f,Travis Ad***s,Travis,(require direct fetch),Vice President - Payor Strategy & Managed Care Operations,,(require direct fetch)
CSL PLASMA INC,cslplasma.com,10D2162585,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
CSL PLASMA INC,cslplasma.com,10D2164771,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
CSL PLASMA INC,cslplasma.com,10D2166715,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
MID FLORIDA PATHOLOGY LLC,midfloridapathology.com,10D2167244,ceo_owner,6869b967a0b0330001c6bc29,Alexander Dsc,Alexander,(require direct fetch),President and Founder,,
APP-PBP LLC,startupwebsolutions.com.au,10D2168311,ceo_owner,6315eb7b876fea0001698e45,Erick Gu***a,Erick,(require direct fetch),Owner,,(require direct fetch)
CSL PLASMA INC,cslplasma.com,10D2170473,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,10D2170479,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,10D2170479,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
UF HEALTH MOLECULAR PATHOLOGY LABORATORY -,ufhealthjax.org,10D2170836,ceo_owner,60d9df9cfd35400001880335,Ann-Marie Kn***t,Ann-Marie,(require direct fetch),"Vice President, Community Engagement and Chief Diversity Officer",,(require direct fetch)
UF HEALTH MOLECULAR PATHOLOGY LABORATORY -,ufhealthjax.org,10D2170836,medical_director,66fab25e46e4c50001b613af,Jedd Roe,Jedd,(require direct fetch),"Medical Director, Department of Emergency Medicine",,(require direct fetch)
HEMATOLOGY/ONCOLOGY OFFICE LAB AT REGIONAL,leehealth.org,10D2173587,ceo_owner,645a5b0d32522e0001e1fca5,Larry An***i,Larry,(require direct fetch),CEO,,(require direct fetch)
HEMATOLOGY/ONCOLOGY OFFICE LAB AT REGIONAL,leehealth.org,10D2173587,medical_director,57dcb0b3a6da987d80dec563,George Ma***r,George,(require direct fetch),Medical Director Neurosurgery,,(require direct fetch)
CSL PLASMA INC,cslplasma.com,10D2186397,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
UNIVERSITY OF MIAMI HOSPITALS & CLINICS -,umiamihealth.org,10D2209605,ceo_owner,5a442fae7dda4dd1ad182757,Alison Mi***y,Alison,(require direct fetch),"Senior Vice President, Chief Human Resources Officer",,(require direct fetch)
MID FLORIDA PATHOLOGY LLC,midfloridapathology.com,10D2212076,ceo_owner,6869b967a0b0330001c6bc29,Alexander Dsc,Alexander,(require direct fetch),President and Founder,,
CSL PLASMA INC,cslplasma.com,10D2212098,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
"EXPRESS MEDICAL EXPERTS, LLC",carecredit.com,10D2219475,ceo_owner,66f2997544098e00013ee424,Sameer Bh***n,Sameer,(require direct fetch),Vice President - Strategic Alliances,,(require direct fetch)
"ONSPOT -FL, LLC",onspotdermatology.com,10D2224637,ceo_owner,6745f65ac5303000012009e7,Don Hu***t,Don,(require direct fetch),Co-Founder,,(require direct fetch)
"ONSPOT -FL, LLC",onspotdermatology.com,10D2224637,medical_director,64e44dddf6e4e70001d1161c,Alexander He***t,Alexander,(require direct fetch),Medical Director,,(require direct fetch)
MAYO CLINIC JACKSONVILLE ELECTRON MICROSCOPY LAB,mayo.edu,10D2272872,ceo_owner,60ec1c11f988b400017e7ffd,Heather Gr***d,Heather,(require direct fetch),Vice President Administrative Operations,,(require direct fetch)
MAYO CLINIC JACKSONVILLE ELECTRON MICROSCOPY LAB,mayo.edu,10D2272872,medical_director,66f5ecd5c5abd3000166204b,Sonya Ma***i,Sonya,(require direct fetch),Medical Director,,(require direct fetch)
"RISING TIDE REFERENCE LABORATORY, LLC",rtrl.us,10D2276452,ceo_owner,67ff61e64ed1ab000106fd0c,Jeff Hr***h,Jeff,(require direct fetch),President,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,10D2278007,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,10D2280081,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,10D2280081,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
AMERIPATH FLORIDA LLC,ameripath.com,10D2283648,ceo_owner,54a61e507468693209849fc3,Paul Ak***s,Paul,(require direct fetch),President,,(require direct fetch)
AMERIPATH FLORIDA LLC,ameripath.com,10D2283648,lab_director,54a7967a746869730ae75e43,Marcie Al***i,Marcie,(require direct fetch),Director of Operations,,(require direct fetch)
AMERIPATH FLORIDA LLC,ameripath.com,10D2283648,medical_director,66faee7b0034d5000138cd6c,Anuradha Ra***n,Anuradha,(require direct fetch),"AP Regional Medical Director, SouthEast-North",,(require direct fetch)
REGIONAL CANCER CENTER AT BHC,leehealth.org,10D2285496,ceo_owner,645a5b0d32522e0001e1fca5,Larry An***i,Larry,(require direct fetch),CEO,,(require direct fetch)
REGIONAL CANCER CENTER AT BHC,leehealth.org,10D2285496,medical_director,57dcb0b3a6da987d80dec563,George Ma***r,George,(require direct fetch),Medical Director Neurosurgery,,(require direct fetch)
CONCIERGE PATHOLOGY LLC,conciergediagnostics.com,10D2305053,ceo_owner,66fcb00ee83a0e00015611f1,Masiely Ra***u,Masiely,(require direct fetch),Founder & CEO,,(require direct fetch)
MID FLORIDA PATHOLOGY LLC,midfloridapathology.com,10D2306670,ceo_owner,6869b967a0b0330001c6bc29,Alexander Dsc,Alexander,(require direct fetch),President and Founder,,
MY MEDEX LAB LLC,mymedexlab.com,10D2316512,ceo_owner,66ffe520a4e4a10001f817b5,Joe Co***l,Joe,(require direct fetch),Founder and CEO,,
UNIVERSITY OF MIAMI HOSPITAL & CLINICS - GCRB,umiamihealth.org,10D2318807,ceo_owner,5a442fae7dda4dd1ad182757,Alison Mi***y,Alison,(require direct fetch),"Senior Vice President, Chief Human Resources Officer",,(require direct fetch)
ATARAXIS AI INC,ataraxis.ai,10D2321150,ceo_owner,6204d3dbde45800001f43def,Jan Wi***i,Jan,(require direct fetch),CEO & Founder,,(require direct fetch)
"HARBIN CLINIC, LLC - MAIN OFFICE",romega.chambermaster.com,11D0256801,ceo_owner,5ae521daa6da98d2c5f9a629,Andrew Ma***d,Andrew,(require direct fetch),Vice President & General Manager,,
"PLANNED PARENTHOOD SOUTHEAST, INC",plannedparenthood.org,11D0258374,ceo_owner,5eeba772438b3400010d35d0,Khadijah Da***s,Khadijah,(require direct fetch),Communications Director to the President,,(require direct fetch)
GEORGIA PUBLIC HEALTH LABORATORY,dph.georgia.gov,11D0671793,ceo_owner,624d93ad3ba14c000121261b,Jimmy De***s,Jimmy,(require direct fetch),President,,(require direct fetch)
WAYCROSS REGIONAL LABORATORY,dph.georgia.gov,11D0671837,ceo_owner,624d93ad3ba14c000121261b,Jimmy De***s,Jimmy,(require direct fetch),President,,(require direct fetch)
COLUMBUS HEALTH DEPARTMENT,dph.georgia.gov,11D0674629,ceo_owner,624d93ad3ba14c000121261b,Jimmy De***s,Jimmy,(require direct fetch),President,,(require direct fetch)
DOUGHERTY COUNTY HEALTH DEPARTMENT,dph.georgia.gov,11D0702558,ceo_owner,624d93ad3ba14c000121261b,Jimmy De***s,Jimmy,(require direct fetch),President,,(require direct fetch)
"CLINICAL LABORATORY SERVICES, INC",clinicallaboratoryservices.com,11D0930302,ceo_owner,685cf7fecebae5000151f289,Sabrina As***p,Sabrina,(require direct fetch),Founder / Chief Executive Officer,,(require direct fetch)
"CLINICAL LABORATORY SERVICES, INC",clinicallaboratoryservices.com,11D0930302,lab_director,5ad901c0a6da98e410578f38,William Ame,William,(require direct fetch),Director of Operations and Projects,,
SKINPATH SOLUTIONS,skinpathsolutions.com,11D2010733,ceo_owner,66fc61cec4d98c0001844031,Dipti An***d,Dipti,(require direct fetch),CEO & Medical Director,,(require direct fetch)
"SEPA, PC AT SAINT MARY'S - DAN PROCTOR",sghs.org,11D2019192,ceo_owner,60cc1416d2561b00010d3ab5,Stephanie St***k,Stephanie,(require direct fetch),"Excellence Vice President, Service",,(require direct fetch)
"SEPA, PC AT SAINT MARY'S - DAN PROCTOR",sghs.org,11D2019192,medical_director,54a44e9a746869320917563d,Phillip Am***o,Phillip,(require direct fetch),Stroke Program Medical Director,,(require direct fetch)
"CSL PLASMA, JONESBORO",cslplasma.com,11D2071924,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
"CSL PLASMA, INC - STONE MOUNTAIN",cslplasma.com,11D2074466,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
CSL PLASMA INC,cslplasma.com,11D2079194,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
"DIAGNOSTIC SOLUTIONS LABORATORY, LLC",diagnosticsolutionslab.com,11D2097795,ceo_owner,66fbfe1076668300011bd4bb,Tony Ho***n,Tony,(require direct fetch),President & CEO,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,11D2103312,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,11D2103312,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
PRIORITY TOXICOLOGY LABORATORIES,prioritytoxlab.com,11D2108401,ceo_owner,66f69a8d04ad110001ee8cb5,Jeremy Wi***s,Jeremy,(require direct fetch),Owner,,(require direct fetch)
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,11D2112585,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
"BIOLIFE PLASMA SERVICES, LP",biolifeplasma.com,11D2112585,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
"EUROFINS DONOR & PRODUCT TESTING, LLC, ATLANTA",eurofinsus.com,11D2112698,ceo_owner,6103ca39b83a5e0001c0a762,Andy Bu***w,Andy,(require direct fetch),President,,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,locations.labcorp.com,11D2154065,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA HOLDINGS,locations.labcorp.com,11D2154065,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
BIOLIFE PLASMA SERVICES,biolifeplasma.com,11D2154073,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES,biolifeplasma.com,11D2154073,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,11D2160347,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,11D2160347,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
"CSL PLASMA, INC - DALTON",cslplasma.com,11D2187123,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
OCMULGEE MEDICAL PATHOLOGY DBA AMERIPATH INC,ameripath.com,11D2230489,ceo_owner,54a61e507468693209849fc3,Paul Ak***s,Paul,(require direct fetch),President,,(require direct fetch)
OCMULGEE MEDICAL PATHOLOGY DBA AMERIPATH INC,ameripath.com,11D2230489,lab_director,54a7967a746869730ae75e43,Marcie Al***i,Marcie,(require direct fetch),Director of Operations,,(require direct fetch)
OCMULGEE MEDICAL PATHOLOGY DBA AMERIPATH INC,ameripath.com,11D2230489,medical_director,66faee7b0034d5000138cd6c,Anuradha Ra***n,Anuradha,(require direct fetch),"AP Regional Medical Director, SouthEast-North",,(require direct fetch)
KAISER PERMANENTE KOOLAU MEDICAL OFFICE LAB,healthy.kaiserpermanente.org,12D0619452,ceo_owner,54c21d397468691639377e7a,Yener Ba***n,Yener,(require direct fetch),"Vice President, Behavioral Health",,(require direct fetch)
KAISER PERMANENTE KOOLAU MEDICAL OFFICE LAB,healthy.kaiserpermanente.org,12D0619452,lab_director,6395e59d13729100013312f4,Krishna Ve***a,Krishna,(require direct fetch),Regional Director of Operations and Strategy for Continuum,,(require direct fetch)
CLINICAL LABS OF HAWAII WAILUKU -MMG,clinicallabs.com,12D0619547,ceo_owner,66fa9412f288490001a7ca28,Daniel Ha***l,Daniel,(require direct fetch),"Vice President, Administration",,(require direct fetch)
CLINICAL LABS OF HAWAII WAILUKU -MMG,clinicallabs.com,12D0619547,lab_director,60ee5f6c77fcc00001631e4c,Frederick Ja***s,Frederick,(require direct fetch),Director of Operations,,(require direct fetch)
DIAGNOSTIC LABORATORY SERVICES-SMMH,dlslab.com,12D0619633,ceo_owner,66faf82b7b42e100013a24c9,Garan Ito,Garan,(require direct fetch),Vice President Business Development and Clinical Integration,,(require direct fetch)
DIAGNOSTIC LABORATORY SERVICES-SMMH,dlslab.com,12D0619633,medical_director,66fce86129d09c00018eccf4,Wesley Kim,Wesley,(require direct fetch),Medical Director,,(require direct fetch)
CLINICAL LABS OF HAWAII-KULA HOSPITAL,clinicallabs.com,12D0619844,ceo_owner,66fa9412f288490001a7ca28,Daniel Ha***l,Daniel,(require direct fetch),"Vice President, Administration",,(require direct fetch)
CLINICAL LABS OF HAWAII-KULA HOSPITAL,clinicallabs.com,12D0619844,lab_director,60ee5f6c77fcc00001631e4c,Frederick Ja***s,Frederick,(require direct fetch),Director of Operations,,(require direct fetch)
CLINICAL LABS OF HAWAII-KAMUELA,clinicallabs.com,12D0646223,ceo_owner,66fa9412f288490001a7ca28,Daniel Ha***l,Daniel,(require direct fetch),"Vice President, Administration",,(require direct fetch)
CLINICAL LABS OF HAWAII-KAMUELA,clinicallabs.com,12D0646223,lab_director,60ee5f6c77fcc00001631e4c,Frederick Ja***s,Frederick,(require direct fetch),Director of Operations,,(require direct fetch)
CLINICAL LABS OF HAWAII-KAU HOSPITAL,clinicallabs.com,12D0646234,ceo_owner,66fa9412f288490001a7ca28,Daniel Ha***l,Daniel,(require direct fetch),"Vice President, Administration",,(require direct fetch)
CLINICAL LABS OF HAWAII-KAU HOSPITAL,clinicallabs.com,12D0646234,lab_director,60ee5f6c77fcc00001631e4c,Frederick Ja***s,Frederick,(require direct fetch),Director of Operations,,(require direct fetch)
KAISER PERMANENTE WAIPIO MEDICAL OFFICE LABORATORY,healthy.kaiserpermanente.org,12D1029470,ceo_owner,54c21d397468691639377e7a,Yener Ba***n,Yener,(require direct fetch),"Vice President, Behavioral Health",,(require direct fetch)
KAISER PERMANENTE WAIPIO MEDICAL OFFICE LABORATORY,healthy.kaiserpermanente.org,12D1029470,lab_director,6395e59d13729100013312f4,Krishna Ve***a,Krishna,(require direct fetch),Regional Director of Operations and Strategy for Continuum,,(require direct fetch)
KAISER PERMANENTE MAUI LANI MEDICAL OFFICE LAB,healthy.kaiserpermanente.org,12D1031667,ceo_owner,54c21d397468691639377e7a,Yener Ba***n,Yener,(require direct fetch),"Vice President, Behavioral Health",,(require direct fetch)
KAISER PERMANENTE MAUI LANI MEDICAL OFFICE LAB,healthy.kaiserpermanente.org,12D1031667,lab_director,6395e59d13729100013312f4,Krishna Ve***a,Krishna,(require direct fetch),Regional Director of Operations and Strategy for Continuum,,(require direct fetch)
DIAGNOSTIC LABORATORY SERVICES-WCC CTR,wcchc.com,12D2278175,ceo_owner,638cbfb4f0e435000134b27c,Rhawnee Ke***a,Rhawnee,(require direct fetch),"IT Support Clerk, Owner",,(require direct fetch)
KAISER PERMANENTE LAHAINA MHV#2 LABORATORY,healthy.kaiserpermanente.org,12D2299285,ceo_owner,54c21d397468691639377e7a,Yener Ba***n,Yener,(require direct fetch),"Vice President, Behavioral Health",,(require direct fetch)
KAISER PERMANENTE LAHAINA MHV#2 LABORATORY,healthy.kaiserpermanente.org,12D2299285,lab_director,6395e59d13729100013312f4,Krishna Ve***a,Krishna,(require direct fetch),Regional Director of Operations and Strategy for Continuum,,(require direct fetch)
DIAGNOSTIC LABORATORY SERVICES-KOHALA HOSP,dlslab.com,12D2305342,ceo_owner,66faf82b7b42e100013a24c9,Garan Ito,Garan,(require direct fetch),Vice President Business Development and Clinical Integration,,(require direct fetch)
DIAGNOSTIC LABORATORY SERVICES-KOHALA HOSP,dlslab.com,12D2305342,medical_director,66fce86129d09c00018eccf4,Wesley Kim,Wesley,(require direct fetch),Medical Director,,(require direct fetch)
CLINICAL LABS OF HAWAII-KEALAKEKUA,clinicallabs.com,12D2306255,ceo_owner,66fa9412f288490001a7ca28,Daniel Ha***l,Daniel,(require direct fetch),"Vice President, Administration",,(require direct fetch)
CLINICAL LABS OF HAWAII-KEALAKEKUA,clinicallabs.com,12D2306255,lab_director,60ee5f6c77fcc00001631e4c,Frederick Ja***s,Frederick,(require direct fetch),Director of Operations,,(require direct fetch)
IP BOISE 1,cityofboise.org,13D0980387,ceo_owner,54a2a7737468693fdad34d33,Brian Je***s,Brian,(require direct fetch),IT Application Owner,,(require direct fetch)
INCYTE PATHOLOGY - KOOTENAI HEALTH BRANCH,incytepathology.com,13D2011094,medical_director,66fdded95e0d170001df9f8d,Brandon Pe***n,Brandon,(require direct fetch),"Medical Director, South Wheel Technical Center",,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,13D2061664,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,13D2061664,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
AIR ST LUKE'S - TREASURE VALLEY,stlukesonline.org,13D2068835,ceo_owner,5f721f816fd3680001b604c5,Elizabeth St***r,Elizabeth,(require direct fetch),Sr Vice President Professional Practice Integration/Chief Nurse Executive,,(require direct fetch)
AIR ST LUKE'S - TREASURE VALLEY,stlukesonline.org,13D2068835,medical_director,6726cddcea6ff100010e67fe,Adam Ro***n,Adam,(require direct fetch),St. Luke's Health System Medical Director of Hospital Medicine,,(require direct fetch)
INCYTE PATHOLOGY - NORTHWEST SPECIALTY BRANCH,incytepathology.com,13D2090203,medical_director,66fdded95e0d170001df9f8d,Brandon Pe***n,Brandon,(require direct fetch),"Medical Director, South Wheel Technical Center",,(require direct fetch)
HEMATOLOGICS INC,hematologics.com,13D2159364,medical_director,66fde1ae5e0d170001e09ec4,Chad Hu***n,Chad,(require direct fetch),Medical Director of Clinical Trials and Research,,(require direct fetch)
CSL PLASMA INC,cslplasma.com,13D2192339,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
LABCORP POST FALLS,locations.labcorp.com,13D2274131,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABCORP POST FALLS,locations.labcorp.com,13D2274131,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
ST LUKE'S HOME BASED SERVICES,stlukesonline.org,13D2315585,ceo_owner,5f721f816fd3680001b604c5,Elizabeth St***r,Elizabeth,(require direct fetch),Sr Vice President Professional Practice Integration/Chief Nurse Executive,,(require direct fetch)
ST LUKE'S HOME BASED SERVICES,stlukesonline.org,13D2315585,medical_director,6726cddcea6ff100010e67fe,Adam Ro***n,Adam,(require direct fetch),St. Luke's Health System Medical Director of Hospital Medicine,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,14D0664914,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
MEDSTAR LABORATORY INC,medstarlab.com,14D0945905,ceo_owner,6502b560e68cd700016d7d6f,John Ca***a,John,(require direct fetch),Executive Vice President,,(require direct fetch)
"MEDICAL ASSAY LABORATORY, INC",medassay.com,14D1044662,ceo_owner,54a30f9d7468693825acd151,Christopher Ch***u,Christopher,(require direct fetch),"President/CEO at Medical Assay Laboratory,inc; Professor",,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,14D1049824,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
LABORATORY CORPORATION OF AMERICA,locations.labcorp.com,14D1054938,ceo_owner,66f86cdca817d6000182e10c,Imran Ali,Imran,(require direct fetch),"Senior Vice President, Global Head Early Development Research Operations and Country Head India",,(require direct fetch)
LABORATORY CORPORATION OF AMERICA,locations.labcorp.com,14D1054938,medical_director,66f76d0d27096c0001321334,Shakti Ra***n,Shakti,(require direct fetch),"CLIA Laboratory Medical Director, Labcorp Oncology (OmniSeq), Buffalo, NY",,(require direct fetch)
ACL CAC LAB,advocatehealth.com,14D1103190,ceo_owner,6502c190e7c2b800015f50fe,D'Andre Ca***r,D'Andre,(require direct fetch),"Senior Vice President, Division Chief Nurse Executive",,(require direct fetch)
ACL CAC LAB,advocatehealth.com,14D1103190,medical_director,54a5b66d7468692abf2331a2,Dean Ka***s,Dean,(require direct fetch),Medical Director Brain &Spine Institute,,(require direct fetch)
QUEST DIAGNOSTICS - FAIRFIELD COMMUNITY HEALTH,questdiagnostics.com,14D2044263,ceo_owner,6817a25a77b32a00011d69ca,Karthik Ku***y,Karthik,(require direct fetch),"Senior Vice President, Clinical Solutions",,(require direct fetch)
"SPIRIPLEX, INC",spiriplex.com,14D2063316,ceo_owner,54abbd3d746869332d77280a,David Fl***r,David,(require direct fetch),"Founder, CEO",,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,14D2076443,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
MIDWEST CTR FOR WOMENS HEALTHCARE LAB,mcwhc.com,14D2093116,ceo_owner,6991698b66148000010b8e0a,Kenneth Ne***n,Kenneth,(require direct fetch),Vice President and Quality Officer,,(require direct fetch)
HISTOLOGY CORP,sourcemp.com,14D2101871,ceo_owner,68189812c26a20000173fea4,Walter Bu***s,Walter,(require direct fetch),President,,
"CSL PLASMA, INC",cslplasma.com,14D2134446,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
BIOLIFE PLASMA SERVICES,biolifeplasma.com,14D2143383,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES,biolifeplasma.com,14D2143383,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
"CSL PLASMA, INC",cslplasma.com,14D2148148,lab_director,61083d471df82d0001b52c6d,Jose Pi***a,Jose,(require direct fetch),Associate Director of Operations & Quality,,(require direct fetch)
VIOS FERTILITY INSTITUTE-HOFFMAN ESTATES,kindbody.com,14D2164765,ceo_owner,68c325c57d3e4b0001d30828,Shannon La***n,Shannon,(require direct fetch),Vice President,,(require direct fetch)
VIOS FERTILITY INSTITUTE-HOFFMAN ESTATES,kindbody.com,14D2164765,lab_director,60b76a22b4089a00017804ef,Haley Kl***l,Haley,(require direct fetch),Regional Director of Operations,,(require direct fetch)
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,14D2170901,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
BIOLIFE PLASMA SERVICES LP,biolifeplasma.com,14D2170901,medical_director,60af71849c5f7c00013a33a5,Charolette Ja***n,Charolette,(require direct fetch),Medical Director,,(require direct fetch)
BIOLIFE PLASMA SERVICES L P,biolifeplasma.com,14D2173717,lab_director,66a9cb734a86f40001e36c62,Crystal Mo***r,Crystal,(require direct fetch),Lab Director/Center Physician,,
