name,domain,phone,address,city,state,zip,clia_number,certified_at,certificate_type,site_count,test_volume,classification_codes,segments,lab_type,cms_facility_type_code,cms_facility_type_name,russian_candidate
MONTECITO POST ACUTE AND REHABILITATION,,4808328333,51 S 48TH ST,MESA,AZ,85206,03D0529155,2025-02-18,Compliance,0,600,,unspecified,OTHER,27,snf_nursing,False
PEORIA POST ACUTE AND REHABILITATION,,6239337722,13215 N 94TH DR,PEORIA,AZ,85381,03D0531694,2025-04-29,Compliance,0,600,,unspecified,OTHER,27,snf_nursing,False
"CSL PLASMA, INC",,4808941330,1000 E BROADWAY RD,TEMPE,AZ,85282,03D0672170,2026-03-25,Compliance,0,35000,,unspecified,OTHER,29,other,False
HAVEN OF TUCSON,,5202997088,3705 N SWAN RD,TUCSON,AZ,85718,03D0675003,2025-06-24,Compliance,0,1800,,unspecified,OTHER,27,snf_nursing,False
"NATIONAL INSTITUTES OF HEALTH, NIDDK, PECRB",,4805362678,850 NORTH 5TH STREET,PHOENIX,AZ,85004,03D0704110,2025-08-26,Compliance,0,25000,,unspecified,OTHER,29,other,False
CAMPUS HEALTH SERVICE,,4809651365,ARIZONA STATE UNIVERSTY HEALTH SERVICES,TEMPE,AZ,85287,03D0859649,2025-07-15,Accreditation,0,0,,unspecified,OTHER,26,school_student_health,False
CITRUS HEIGHTS RESPIRATORY AND REHABILITATION,,4809247777,3130 E BROADWAY ROAD,MESA,AZ,85204,03D0868991,2026-02-24,Compliance,0,6500,,unspecified,OTHER,27,snf_nursing,False
PRESIDIO HEALTH ASSOCIATES LLC DBA,,5203826444,2611 N WARREN AVE,TUCSON,AZ,85719,03D0871525,2026-02-12,Compliance,0,720,,unspecified,OTHER,27,snf_nursing,False
HONORHEALTH GREENBAUM,,4808825470,3535 N SCOTTSDALE ROAD,SCOTTSDALE,AZ,85251,03D0886665,2025-05-16,Compliance,0,800,,unspecified,OTHER,02,ambulatory_surgery_center,False
SOUTH MOUNTAIN POST ACUTE,,6022432780,8008 SOUTH JESSE OWENS PARKWAY,PHOENIX,AZ,85042,03D0926253,2025-06-11,Compliance,0,2880,,unspecified,OTHER,27,snf_nursing,False
SUNVIEW RESPIRATORY AND REHABILITATION,,6232389102,12207 N 113TH AVE,YOUNGTOWN,AZ,85363,03D0928112,2025-06-18,Compliance,0,600,,unspecified,OTHER,27,snf_nursing,False
NORTH MOUNTAIN MEDICAL & REHABILITATION CENTER,,6029441666,9155 N 3RD STREET,PHOENIX,AZ,85020,03D1031629,2026-02-26,Compliance,0,900,,unspecified,OTHER,27,snf_nursing,False
"BANNER PHYSICIAN SPECIALISTS ARIZONA, LLC",,6235835300,"14420 W MEEKER BLVD, STE 104",SUN CITY WEST,AZ,85375,03D1040373,2025-10-16,Compliance,0,5000,,unspecified,OTHER,29,other,False
"CSL PLASMA, INC- TUCSON",,5207900025,4775 S BUTTERFIELD DR STE 175-195,TUCSON,AZ,85714,03D2008875,2025-08-12,Compliance,0,25000,,unspecified,OTHER,29,other,False
"WESTERN VASCULAR INSTITUTE, PLLC",,4806685000,"7165 E UNIVERSITY DR, STE 105",MESA,AZ,85207,03D2026825,2025-06-11,Compliance,0,18000,,unspecified,OTHER,02,ambulatory_surgery_center,False
SONORAN VEIN AND ENDOVASCULAR,,6023744101,9192 W UNION HILLS DR,PEORIA,AZ,85382,03D2049626,2025-06-18,Compliance,0,1000,,unspecified,OTHER,02,ambulatory_surgery_center,False
CSL PLASMA INC,,5203947238,350 N GRAND COURT PLAZA,NOGALES,AZ,85621,03D2068340,2025-04-24,Compliance,0,30000,,unspecified,OTHER,29,other,False
CSL PLASMA INC,,5203947246,"3757 W INA RD, STE 100/120",TUCSON,AZ,85741,03D2069570,2025-03-26,Compliance,0,30000,,unspecified,OTHER,29,other,False
"CSL PLASMA, INC",,9284361100,"711 N GILBERT RD, STE 144",GILBERT,AZ,85234,03D2085337,2025-11-06,Compliance,0,30000,,unspecified,OTHER,29,other,False
"CSL PLASMA, INC",,5619123048,9770 W PEORIA AVE,PEORIA,AZ,85345,03D2090489,2025-12-10,Compliance,0,30000,,unspecified,OTHER,29,other,False
HAVEN HEALTH SKY HARBOR,,6022534570,1880 E VAN BUREN ST,PHOENIX,AZ,85006,03D2103356,2025-11-07,Compliance,0,1200,,unspecified,OTHER,27,snf_nursing,False
BANNER UNIVERSITY MEDICAL CENTER TUCSON,,5206942873,3838 N CAMPBELL AVE BLDG 1,TUCSON,AZ,85719,03D2109941,2026-01-27,Compliance,0,3840,,unspecified,OTHER,29,other,False
"CSL PLASMA, INC",,9285041114,722 N SAN LUIS PLAZA DR,SAN LUIS,AZ,85336,03D2110320,2025-06-17,Compliance,0,30000,,unspecified,OTHER,29,other,False
"PIMA HEART ASC, LLC",,5208382300,"1238 W ORANGE GROVE RD, STE 101",TUCSON,AZ,85704,03D2126022,2025-06-24,Compliance,0,5100,,unspecified,OTHER,02,ambulatory_surgery_center,False
"CSL PLASMA, INC",,5206451045,101 E 11TH ST,DOUGLAS,AZ,85607,03D2131981,2026-03-26,Compliance,0,30000,,unspecified,OTHER,29,other,False
SURPRISE HEALTH & REHABILITATION CENTER,,6235465053,14660 W PARKWOOD DR,SURPRISE,AZ,85374,03D2135367,2025-04-29,Compliance,0,300,,unspecified,OTHER,27,snf_nursing,False
"BIOLIFE PLASMA SERVICES, LP",,6026875999,16480 N 59TH AVE,GLENDALE,AZ,85306,03D2145340,2025-04-08,Compliance,0,35000,,unspecified,OTHER,29,other,False
BIOLIFE PLASMA SERVICES LP,,4802811987,7538 E HAMPTON AVE,MESA,AZ,85209,03D2165273,2025-07-17,Compliance,0,35000,,unspecified,OTHER,29,other,False
BIOLIFE PLASMA SERVICES LP,,6022821699,3131 E GREENWAY RD,PHOENIX,AZ,85032,03D2166113,2025-08-14,Compliance,0,35000,,unspecified,OTHER,29,other,False
BIOLIFE PLASMA SERVICES LP,,4806126202,1245 W ELLIOT RD STE 115,TEMPE,AZ,85284,03D2167314,2025-08-28,Compliance,0,35000,,unspecified,OTHER,29,other,False
BIOLIFE PLASMA SERVICES LP,,5202571511,8019 E GOLF LINKS RD,TUCSON,AZ,85730,03D2175873,2026-02-12,Compliance,0,35000,,unspecified,OTHER,29,other,False
BIOLIFE PLASMA SERVICES LP,,6232553145,1655 N 107TH AVE,AVONDALE,AZ,85392,03D2191156,2025-05-20,Compliance,0,35000,,unspecified,OTHER,29,other,False
"FOUNTAIN HILLS MEDICAL CENTER, LLC",,6026717990,9700 N SAGUARO BLVD,FOUNTAIN HILLS,AZ,85268,03D2192900,2025-08-26,Compliance,0,24000,,unspecified,OTHER,29,other,False
FREEDOM HEALTH INTERVENTIONAL CENTERS,,4806160356,6036 N 19TH AVE STE 204,PHOENIX,AZ,85015,03D2194734,2025-07-22,Compliance,0,300,,unspecified,OTHER,29,other,False
"CHANDLER SURGICAL CENTER, PLC",,4805915000,600 S DOBSON RD STE B16,CHANDLER,AZ,85224,03D2211250,2025-11-07,Compliance,0,5550,,unspecified,OTHER,02,ambulatory_surgery_center,False
"CSL PLASMA, INC",,5619123068,501 W CATALINA DR,YUMA,AZ,85364,03D2216914,2025-06-17,Compliance,0,30000,,unspecified,OTHER,29,other,False
CARDIAC SURGERY CENTER OF ARIZONA LLC,,6235619002,20199 N 67TH AVE,GLENDALE,AZ,85308,03D2272342,2025-02-19,Compliance,0,0,,unspecified,OTHER,02,ambulatory_surgery_center,False
BIOLIFE PLASMA SERVICES LP,,5202748742,485 W AUTO MALL DR,TUCSON,AZ,85705,03D2285548,2025-06-26,Compliance,0,35000,,unspecified,OTHER,29,other,False
USDP - SOUTHWEST SKIN SPECIALISTS,,4806598226,5010 E SHEA BLVD STE 155,SCOTTSDALE,AZ,85254,03D2295272,2025-08-14,Compliance,0,24000,,unspecified,OTHER,29,other,False
APEX HEART AND VASCULAR CENTER,,6236067612,21360 N 75TH AVENUE,GLENDALE,AZ,85308,03D2296020,2025-09-24,Compliance,0,38375,,unspecified,OTHER,02,ambulatory_surgery_center,False
"AZ ENDO, LLC DBA BANNER CARDIOVASCULAR",,5203722287,6377 E TANQUE VERDE RD STE 151,TUCSON,AZ,85715,03D2300369,2025-11-20,Compliance,0,1900,,unspecified,OTHER,02,ambulatory_surgery_center,False
LEGACY CENTER FOR BIRTH & WELLNESS,,9287796064,555 S BLACKBIRD ROOST,FLAGSTAFF,AZ,86001,03D2331141,2025-09-26,Accreditation,0,0,,unspecified,OTHER,29,other,False
CONWAY HUMAN DEVELOPMENT CENTER,,5013296851,150 EAST SIEBENMORGEN ROAD,CONWAY,AR,72032,04D0642170,2025-08-08,Compliance,0,11239,,unspecified,OTHER,18,icf_iid,False
BAKER AMBULATORY SURGERY CENTER,,5019320078,810 MERRIMAN STREET,CONWAY,AR,72032,04D0984836,2025-04-23,Compliance,0,7695,,unspecified,OTHER,02,ambulatory_surgery_center,False
MANA URGENT CARE WEDINGTON,,4794420006,"1188 SALEM ROAD, SUITE 6",FAYETTEVILLE,AR,72704,04D1047702,2025-03-19,Compliance,0,1000,,unspecified,OTHER,29,other,False
"MERCY MEDICAL CENTER-OP DEPTS(SURGERY,MRI,PAIN CTR",,4793382845,3101 SE 14TH ST,BENTONVILLE,AR,72712,04D2036231,2025-02-13,Compliance,0,32,,unspecified,OTHER,29,other,False
"AMY R HUDSON, MD",,5013500212,5610 GRAND TETON LANE,CONWAY,AR,72034,04D2063453,2026-01-15,Compliance,0,10526,,unspecified,OTHER,29,other,False
HULL DERMATOLOGY,,4792549662,896B MADISON 3275,HUNTSVILLE,AR,72740,04D2164159,2025-09-16,Compliance,0,6803,,unspecified,OTHER,29,other,False
CSL PLASMA INC,,4793181362,702 S THOMPSON STREET,SPRINGDALE,AR,72764,04D2168235,2026-03-17,Compliance,0,30000,,unspecified,OTHER,29,other,False
"CSL PLASMA, INC",,4793581360,"1200 S WALDRON RD, STE 155A",FORT SMITH,AR,72903,04D2173007,2026-03-23,Compliance,0,38842,,unspecified,OTHER,29,other,False
CONWAY CARDIOVASCULAR SURGERY CENTER,,5015048346,650 UNITED DRIVE SUITE 120,CONWAY,AR,72032,04D2190122,2025-05-13,Compliance,0,100,,unspecified,OTHER,02,ambulatory_surgery_center,False
UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,,5017494905,4301 W MARKHAM,LITTLE ROCK,AR,72205,04D2316316,2025-09-12,Compliance,0,100,,unspecified,OTHER,02,ambulatory_surgery_center,False
MARQUE MEDICAL CLINIC INC DBA MARQUE URGENT CARE,,8776936266,4490 FANUEL ST,SAN DIEGO,CA,92109,05D0570251,2025-12-19,Compliance,0,1000,,unspecified,OTHER,29,other,False
"MARQUE MEDICAL CLINIC, INC DBA MARQUE URGENT CARE",,8776936266,2075 SAN JOAQUIN HILLS RD,NEWPORT BEACH,CA,92660,05D0578436,2025-10-16,Compliance,0,500,,unspecified,OTHER,29,other,False
AMERICAN WEST SKIN PATHOLOGY SERVICE,,5306733790,"1007 LIVE OAK BLVD, STE A1",YUBA CITY,CA,95991,05D0617836,2025-07-31,Compliance,0,1820,,unspecified,OTHER,29,other,False
PACIFIC ORAL & MAXILLOFACIAL,,4159296560,"155 5TH ST, STE 412G",SAN FRANCISCO,CA,94103,05D0643664,2025-01-07,Compliance,0,8500,,unspecified,OTHER,29,other,False
TPMG LABORATORY STOCKTON,,2097356508,"7373 WEST LANE, 1ST FLR",STOCKTON,CA,95210,05D0678657,2025-02-04,Compliance,0,11200,,unspecified,OTHER,29,other,False
"TPMG INC, RANCHO CORDOVA MOB MOHS",,9166312142,"10725 INTERNATIONAL, DR STE 208",RANCHO CORDOVA,CA,95670,05D0681019,2025-02-03,Compliance,0,6000,,unspecified,OTHER,29,other,False
UCSB STUDENT HEALTH SERVICES LABORATORY,,8058934577,BLDG 588,SANTA BARBARA,CA,93106,05D0696576,2025-05-29,Compliance,0,41505,,unspecified,OTHER,26,school_student_health,False
LAGUNA HONDA HOSPITAL,,4157592300,375 LAGUNA HONDA BLVD,SAN FRANCISCO,CA,94116,05D0702862,2026-01-08,Compliance,0,45,,unspecified,OTHER,27,snf_nursing,False
TPMG SAN JOSE MOHS LABORATORY,,4089727119,"276 INTERNATIONAL CIR, 3RD FL, MOHS UNIT",SAN JOSE,CA,95119,05D0725915,2026-02-24,Compliance,0,2500,,unspecified,OTHER,29,other,False
SANSUM CLINIC-PULMONARY,,8058983537,301 W PUEBLO ST,SANTA BARBARA,CA,93105,05D0873197,2025-04-10,Compliance,0,499,,unspecified,OTHER,29,other,False
SCPMG ORCHARD MEDICAL OFFICES,,5626572286,"9449 E IMPERIAL HWY, STE 211",DOWNEY,CA,90242,05D0884685,2025-04-22,Compliance,0,1202,,unspecified,OTHER,11,hmo,False
SCPMG SAN MARCOS LABORATORY,,4423857705,400 CRAVEN RD,SAN MARCOS,CA,92078,05D0912268,2026-01-08,Compliance,0,571,,unspecified,OTHER,11,hmo,False
SCPMG BARRANCA MEDICAL OFFICE-MOHS,,9492625703,6 WILLARD ST,IRVINE,CA,92604,05D0972858,2025-07-01,Compliance,0,4200,,unspecified,OTHER,11,hmo,False
UCSD PEDIATRICS PHARMACOLOGY,,8582462900,"9500 GILMAN DR, MTF MED TRAINING, BLDG RM 233",LA JOLLA,CA,92093,05D0997891,2025-07-11,Compliance,0,536,,unspecified,OTHER,29,other,False
UNIVERSITY SURGERY CENTER,,2095803409,"1390 E YOSEMITE AVE, STE B",MERCED,CA,95340,05D1014882,2025-07-09,Compliance,0,4560,,unspecified,OTHER,02,ambulatory_surgery_center,False
TPMG SOUTH SACRAMENTO ELK GROVE LABORATORY,,9162681013,9201 BIG HORN BLVD,ELK GROVE,CA,95758,05D1015501,2025-11-05,Compliance,0,3182,,unspecified,OTHER,29,other,False
TPMG PARK SHADELANDS MOHS LAB,,9258175635,320 LENNON LN LASSEN BLDG,WALNUT CREEK,CA,94598,05D1023207,2026-03-03,Compliance,0,5800,,unspecified,OTHER,29,other,False
SUTTER BAY MEDICAL FOUNDATION,,8314607319,2950 RESEARCH PARK DR,SOQUEL,CA,95073,05D1069267,2025-02-06,Compliance,0,1400,,unspecified,OTHER,29,other,False
SCPMG PANORAMA CITY MEDICAL OFFICES,,8183753835,8001 VENTURA CANYON AVE,PANORAMA CITY,CA,91402,05D1094258,2025-12-11,Compliance,0,1609,,unspecified,OTHER,11,hmo,False
SCPMG MOHS LABORATORY SOUTH BAY,,3105162424,18600 S FIGUEROA ST,GARDENA,CA,90248,05D1094880,2025-09-19,Compliance,0,2500,,unspecified,OTHER,11,hmo,False
SCPMG RIVERSIDE MOHS,,9513536961,"10800 MAGNOLIA AVE MOB3, 3RD FLR, #350",RIVERSIDE,CA,92505,05D1096137,2025-07-16,Compliance,0,3000,,unspecified,OTHER,11,hmo,False
HEMATECK LLC,,6263342000,752 N LOREN AVE,AZUSA,CA,91702,05D1107548,2025-10-08,Compliance,0,8500,,unspecified,OTHER,29,other,False
UC DAVIS INSTITUTE FOR REGENERATIVE,,9167039340,2921 STOCKTON BLVD RM 1346,SACRAMENTO,CA,95817,05D2016383,2025-02-24,Compliance,0,400,,unspecified,OTHER,29,other,False
SCPMG DERMATOLOGY DEPARTMENT FONTANA,,9094274330,9985 SIERRA AVE,FONTANA,CA,92335,05D2035004,2025-07-22,Compliance,0,2000,,unspecified,OTHER,11,hmo,False
MOHS MICROGRAPHIC SURGERY LABORATORY,,5104982786,"3140 KEARNEY ST, BLDG 2, 2ND FL",FREMONT,CA,94538,05D2054758,2025-11-17,Compliance,0,425,,unspecified,OTHER,29,other,False
DESERT OASIS HEALTHCARE - PALM DESERT,,7604040135,72605 HWY 111 SUITE A1,PALM DESERT,CA,92260,05D2066694,2026-02-11,Compliance,0,15970,,unspecified,OTHER,29,other,False
ALLCELLS LLC,,5106717400,"1640 SOUTH LOOP RD, STE 250",ALAMEDA,CA,94502,05D2069499,2025-07-17,Compliance,0,2500,,unspecified,OTHER,29,other,False
UC SAN DIEGO HEALTH -,,8586578612,910 SYCAMORE AVE STE 102,VISTA,CA,92081,05D2077707,2025-10-22,Compliance,0,3948,,unspecified,OTHER,29,other,False
CALIFORNIA DERMATOLOGY INSTITUTE,,8883671850,"3095 OLD CONEJO RD, STE 200",THOUSAND OAKS,CA,91320,05D2139504,2025-04-07,Compliance,0,1000,,unspecified,OTHER,19,mobile_lab,False
UCLA HEALTH BURBANK MOHS LAB,,3103018658,2625 W ALAMEDA STE 404,BURBANK,CA,91505,05D2142370,2025-12-01,Compliance,0,200,,unspecified,OTHER,29,other,False
EXER MEDICAL CORPORATION,,6614887402,"14550 SOLEDAD CANYON RD, STE 100",SANTA CLARITA,CA,91387,05D2157478,2026-01-16,Compliance,0,4440,,unspecified,OTHER,29,other,False
"AMERICAN SPECIALTY LABORATORY, INC",,8187803242,"15211 VANOWEN ST, STE 204",VAN NUYS,CA,91405,05D2177888,2025-12-09,Compliance,0,10050,,unspecified,OTHER,29,other,False
UCLA SWABSEQ COVID 19 TESTING LAB,,3107130516,650 CHARLES E YOUNG DR S,LOS ANGELES,CA,90095,05D2198285,2026-01-30,Compliance,0,3000,,unspecified,OTHER,26,school_student_health,False
HOAG LIDO INFUSION CENTER,,9497645446,351 HOSPITAL RD STE 514,NEWPORT BEACH,CA,92663,05D2228937,2025-12-22,Compliance,0,4500,,unspecified,OTHER,29,other,False
EXER MEDICAL CORPORATION,,9494710002,"4143 CAMPUS DR, STE C200",IRVINE,CA,92612,05D2255402,2026-03-12,Compliance,0,1300,,unspecified,OTHER,29,other,False
CSL PLASMA INC,,2792772041,7830 MACY PLAZA DR,CITRUS HEIGHTS,CA,95610,05D2284114,2025-04-18,Compliance,0,35408,,unspecified,OTHER,29,other,False
SCPMG WILDOMAR TRAIL MOHS,,9513533522,22750 WILDOMAR TRAIL,WILDOMAR,CA,92595,05D2307450,2025-08-27,Compliance,0,300,,unspecified,OTHER,11,hmo,False
"CSL PLASMA, INC",,9163133656,1895 HOWE AVE,SACRAMENTO,CA,95825,05D2315771,2025-11-05,Compliance,0,15756,,unspecified,OTHER,29,other,False
UCLA HEALTH WEST MEDICAL OBGYN,,3103018658,"1010 VETERNAL AVE, 1ST FL",LOS ANGELES,CA,90024,05D2331806,2025-10-08,Accreditation,0,0,,unspecified,OTHER,29,other,False
UCLA HEALTH WESTLATE VILLAGE LA VENTA OBGYN,,3103018658,"1250 LA VENTA DR, STE 105",WESTLAKE VILLAGE,CA,91361,05D2333347,2025-11-04,Accreditation,0,0,,unspecified,OTHER,29,other,False
UNIVERSITY OF COLORADO DERMATOPATHOLOGY CONSULTANT,,3033441290,"12635 E MONTVIEW BLVD,  SUITE 160",AURORA,CO,80045,06D0644346,2025-06-12,Compliance,0,10000,,unspecified,OTHER,29,other,False
"CSL PLASMA, INC",,9704842248,"1228 W ELIZABETH ST,  STE D-3",FORT COLLINS,CO,80521,06D0896508,2026-01-15,Compliance,0,48041,,unspecified,OTHER,29,other,False
"DONOR ALLIANCE, INC",,3033702714,8175 E 1ST AVE,DENVER,CO,80230,06D0921245,2025-03-06,Compliance,0,3200,,unspecified,OTHER,19,mobile_lab,False
"CSL PLASMA, INC",,9702337947,2650 NORTH AVE,GRAND JUNCTION,CO,81501,06D2109033,2025-03-26,Compliance,0,46556,,unspecified,OTHER,29,other,False
ADVENTHEALTH ED & URGENT CARE MERIDIAN LAB,,3039254700,"9949 S OSWEGO,  STE 100",PARKER,CO,80134,06D2117329,2025-01-13,Compliance,0,9618,,unspecified,OTHER,29,other,False
ADVENTHEALTH ER & URGENT CARE SOUTHMOOR,,3039254175,7000 E HAMPDEN AVE,DENVER,CO,80224,06D2183898,2025-02-20,Compliance,0,21909,,unspecified,OTHER,29,other,False
"VASCULAR LABS OF THE ROCKIES ASC, LLC",,3035390736,4105 E FLORIDA AVENUE SUITE 100,DENVER,CO,80222,06D2218127,2025-07-02,Compliance,0,200,,unspecified,OTHER,02,ambulatory_surgery_center,False
ACUTE CARE FACILITY AT LONGVIEW,,9704944200,2260 W TRILBY RD,FORT COLLINS,CO,80526,06D2291183,2025-07-22,Compliance,0,23030,,unspecified,OTHER,29,other,False
ANIMAS SURGICAL HOSPITAL - ASCE,,3034031339,1266 ESCALANTE DR,DURANGO,CO,81301,06D2291265,2025-06-05,Compliance,0,200,,unspecified,OTHER,02,ambulatory_surgery_center,False
CHILDREN'S HOSPITAL COLORADO - SOUTHEAST AURORA,,7207776711,23770 E SMOKY HILL RD,AURORA,CO,80016,06D2304635,2025-03-11,Compliance,0,2630,,unspecified,OTHER,29,other,False
"CENTENNIAL PATHOLOGISTS, MORG LAB",,6822089266,2623 PEMBERLY AVE,HIGHLANDS RANCH,CO,80126,06D2305470,2025-05-08,Compliance,0,100,,unspecified,OTHER,29,other,False
GRAND VALLEY BIRTH CENTER LLC,,8662185769,360 W PARK DR SUITE 105,GRAND JUNCTION,CO,81501,06D2332741,2025-10-23,Accreditation,0,0,,unspecified,OTHER,29,other,False
DEPARTMENT OF DERMATOLOGY,,8606796685,"21 SOUTH RD 1ST FL, STE 120",FARMINGTON,CT,06032,07D0092534,2025-08-20,Compliance,0,40010,,unspecified,OTHER,29,other,False
USCG ACADEMY,,7572821275,15 MOHEGAN AVENUE,NEW LONDON,CT,06320,07D0664180,2025-07-24,Compliance,0,400,,unspecified,OTHER,29,other,False
"LAWRENCE J FORTIER, MD",,8605292500,465 SILAS DEANE HIGHWAY,WETHERSFIELD,CT,06109,07D0685481,2025-03-17,Compliance,0,526,,unspecified,OTHER,02,ambulatory_surgery_center,False
YALE SPERM PHYSIOLOGY LABORATORY,,2037374953,"200 WEST CAMPUS DR, 2ND FLR, RM # 250",ORANGE,CT,06477,07D0872056,2025-11-12,Compliance,0,2269,,unspecified,OTHER,29,other,False
GYN / ENDOCRINE LABORATORY,,2037377710,310 CEDAR ST,NEW HAVEN,CT,06510,07D1043038,2025-11-21,Compliance,0,17000,,unspecified,OTHER,29,other,False
YALE UNIVERSITY SCHOOL OF MEDICINE,,2037857642,161 FORD ROAD,WOODBRIDGE,CT,06525,07D1062397,2025-02-21,Compliance,0,500,,unspecified,OTHER,29,other,False
JOHNSON MEMORIAL HOSPITAL,,8602722921,142 HAZARD AVENUE,ENFIELD,CT,06082,07D2031806,2025-09-03,Compliance,0,22540,,unspecified,OTHER,29,other,False
CONNECTICUT PATHOLOGY GROUP,,8603586176,"28 CRESCENT ST, RM EG074",MIDDLETOWN,CT,06457,07D2279838,2025-07-08,Compliance,0,23000,,unspecified,OTHER,29,other,False
HARTFORD HEALTHCARE HEART & VASCULAR INSTITUTE,,2038452160,"32 KNIGHT ST, STE 102",NORWALK,CT,06851,07D2298016,2025-01-17,Compliance,0,6500,,unspecified,OTHER,29,other,False
ADVANCED DERMCARE PC,,2037312203,47 STEEP HILL RD,WESTON,CT,06883,07D2303733,2025-07-29,Compliance,0,6550,,unspecified,OTHER,29,other,False
DELAWARE OUTPATIENT CENTER FOR SURGERY,,3027380300,"774 CHRISTIANA ROAD, SUITE 2",NEWARK,DE,19713,08D1028005,2025-09-25,Compliance,0,105,,unspecified,OTHER,02,ambulatory_surgery_center,False
"CSL PLASMA, INC",,3025466080,277 N DUPONT HIGHWAY,DOVER,DE,19901,08D2260735,2025-07-28,Compliance,0,30000,,unspecified,OTHER,29,other,False
BIOLIFE PLASMA SERVICES LP,,3025360689,1319 CHURCHMANS ROAD,NEWARK,DE,19713,08D2289873,2025-09-24,Compliance,0,35000,,unspecified,OTHER,29,other,False
USF HEALTH DIAGNOSTIC MICROSCOPY LAB,,8138219111,13330 USF LAUREL DR 4TH FLOOR,TAMPA,FL,33612,10D0290609,2025-05-21,Compliance,0,8654,,unspecified,OTHER,29,other,False
UNIVERSITY OF MIAMI HEPATOLOGY DIAGNOSTIC,,3052436500,1600 NW 10TH AVE RM 7163,MIAMI,FL,33136,10D0669049,2025-01-23,Compliance,0,18,,unspecified,OTHER,29,other,False
AMERIPATH FLORIDA LLC,,9546333770,895 SW 30 AVE STE 101,POMPANO BEACH,FL,33069,10D0682919,2025-02-13,Compliance,0,1200,,unspecified,OTHER,19,mobile_lab,False
ALL WOMENS HEALTH CENTER OF TAMPA INC,,8138740505,3330 W KENNEDY BLVD,TAMPA,FL,33609,10D0716772,2025-04-17,Compliance,0,2000,,unspecified,OTHER,29,other,False
ALL WOMENS HEALTH CENTER INC,,7273273300,4131 CENTRAL AVENUE,SAINT PETERSBURG,FL,33713,10D0716773,2025-05-06,Compliance,0,480,,unspecified,OTHER,29,other,False
ALL WOMENS HEALTH CENTER OF NORTH TAMPA INC,,8139781919,14498 UNIVERSITY COVE PLACE,TAMPA,FL,33613,10D0718790,2025-07-17,Compliance,0,1000,,unspecified,OTHER,29,other,False
PLANNED PARENTHOOD OF FLORIDA,,5612964919,1425 CREECH RD,NAPLES,FL,34103,10D0888169,2025-06-30,Compliance,0,676,,unspecified,OTHER,29,other,False
WOMENS CENTER OF HYDE PARK LLC,,8132585995,4602 N NEBRASKA AVE,TAMPA,FL,33603,10D0952088,2025-07-09,Compliance,0,1500,,unspecified,OTHER,29,other,False
ALL WOMENS HEALTH CENTER OF ORLANDO INC,,4078342262,431 MAITLAND AVE,ALTAMONTE SPRINGS,FL,32701,10D0966025,2025-07-14,Compliance,0,2800,,unspecified,OTHER,29,other,False
PLANNED PARENTHOOD OF FLORIDA INC,,7278988199,33 6TH STREET SOUTH SUITE 110,SAINT PETERSBURG,FL,33701,10D0970415,2026-02-12,Compliance,0,647,,unspecified,OTHER,29,other,False
BREAD AND ROSES WELL WOMAN CARE,,3523721664,1233 NW 10TH AVE,GAINESVILLE,FL,32601,10D0973575,2025-09-23,Compliance,0,500,,unspecified,OTHER,29,other,False
